date,NO2,SO2,CO,O3,PM25,wd,ws,temp,RH,P
1/1/2020 00:00,95.88,450.64,174.04,428,162.6,297,0,21.4,0.5,935.7
1/1/2020 01:00,95.88,450.64,171.75,428,137.7,177,0,21.3,0.5,935.6
1/1/2020 02:00,90.24,445.4,168.315,420,85.3,123,0.2,21.4,0.5,935.4
1/1/2020 03:00,97.76,450.64,169.46,442,60.5,79,0,21.1,0.5,935.3
1/1/2020 04:00,97.76,450.64,168.315,426,38.5,95,0.6,21,0.5,935.2
1/1/2020 05:00,94,455.88,171.75,426,29.4,143,0,20.8,0.5,935.1
1/1/2020 06:00,86.48,450.64,178.62,428,18.6,35,0,20.7,0.6,934.9
1/1/2020 07:00,88.36,455.88,195.795,444,NA,4,0.6,20.8,0.5,934.7
1/1/2020 08:00,86.48,466.36,216.405,440,16.4,1,0.4,21,0.5,934.6
1/1/2020 09:00,86.48,468.98,231.29,446,0.1,359,0.9,22.1,0.5,934.6
1/1/2020 10:00,86.48,471.6,240.45,446,0.1,349,0.7,22,0.6,934.4
1/1/2020 11:00,88.36,474.22,247.32,446,0.1,355,0.6,21.8,0.5,934.3
1/1/2020 12:00,88.36,474.22,257.625,446,0.1,10,0.3,21.6,0.5,934.2
1/1/2020 13:00,86.48,479.46,270.22,446,0.1,26,0.4,21.3,0.5,934.1
1/1/2020 14:00,90.24,482.08,286.25,450,0.1,18,0.2,21.1,0.5,934.1
1/1/2020 15:00,90.24,487.32,311.44,446,0.1,355,0.9,21.6,100,934
1/1/2020 16:00,92.12,489.94,337.775,446,0.1,10,0.5,21.8,100,933.9
1/1/2020 17:00,94,492.56,364.11,444,0.1,19,0.5,21.8,100,933.8
1/1/2020 18:00,95.88,495.18,388.155,440,0.1,13,0.2,21.7,100,933.8
1/1/2020 19:00,94,503.04,412.2,434,0.1,292,0.2,21.4,100,933.8
1/1/2020 20:00,97.76,505.66,435.1,440,0.1,303,0.6,21.1,100,933.8
1/1/2020 21:00,97.76,510.9,463.725,436,0.1,358,0.5,21.3,100,933.8
1/1/2020 22:00,99.64,516.14,488.915,434,0.1,308,1,21.6,100,933.8
1/1/2020 23:00,101.52,518.76,503.8,430,0.1,275,1.4,21.5,100,933.9
2/1/2020 00:00,103.4,518.76,511.815,430,0.1,229,1,20.9,100,934
2/1/2020 01:00,101.52,521.38,517.54,426,0.1,59,0,20.2,100,934
2/1/2020 02:00,103.4,521.38,519.83,430,0.1,304,1.1,19.9,100,934.1
2/1/2020 03:00,105.28,518.76,516.395,428,0.1,185,0,19.7,100,934
2/1/2020 04:00,103.4,518.76,510.67,426,0.1,257,1.5,19.7,100,934
2/1/2020 05:00,103.4,518.76,503.8,430,0.1,293,0.1,19.8,100,934.1
2/1/2020 06:00,103.4,516.14,495.785,430,0.1,299,0.2,19.3,100,934.1
2/1/2020 07:00,103.4,516.14,484.335,432,0,137,1.1,19.3,100,934.2
2/1/2020 08:00,103.4,513.52,474.03,432,0,187,0.3,19.2,100,934.2
2/1/2020 09:00,103.4,508.28,462.58,432,0.1,0,0.6,19,100,934.2
2/1/2020 10:00,103.4,508.28,452.275,434,0.1,265,1.2,18.9,100,934.3
2/1/2020 11:00,103.4,505.66,445.405,434,0.1,57,0.2,18.9,100,934.4
2/1/2020 12:00,103.4,508.28,441.97,432,0.1,104,0.9,18.9,0.5,934.5
2/1/2020 13:00,103.4,508.28,438.535,436,0.1,70,0.6,18.7,0.5,934.6
2/1/2020 14:00,103.4,505.66,436.245,436,0.1,79,0,18.8,100,934.6
2/1/2020 15:00,103.4,508.28,435.1,434,0,47,0.6,19.1,100,934.7
2/1/2020 16:00,103.4,508.28,436.245,434,0.1,54,0.1,19.7,100,934.9
2/1/2020 17:00,105.28,508.28,437.39,436,0.1,359,0.2,19.8,100,935
2/1/2020 18:00,105.28,508.28,441.97,434,0.1,28,0.4,19.8,100,935.2
2/1/2020 19:00,107.16,510.9,448.84,434,0.1,263,0.3,19.9,100,935.4
2/1/2020 20:00,107.16,510.9,456.855,434,0.1,236,0,20.2,100,935.5
2/1/2020 21:00,105.28,516.14,467.16,432,0.1,268,1,20.4,100,935.7
2/1/2020 22:00,105.28,518.76,478.61,438,0.1,171,0,20.7,100,935.9
2/1/2020 23:00,105.28,518.76,490.06,436,0.1,163,0,21.2,100,936.1
3/1/2020 00:00,107.16,521.38,501.51,436,111.2,82,0,21.2,100,936.2
3/1/2020 01:00,107.16,524,514.105,434,80.5,359,0,21.3,100,936.3
3/1/2020 02:00,105.28,529.24,526.7,432,18,77,0.3,22,100,936.4
3/1/2020 03:00,107.16,531.86,538.15,436,8.1,291,0.3,22.9,100,936.5
3/1/2020 04:00,109.04,521.38,548.455,434,10.2,274,1.7,22.5,100,936.6
3/1/2020 05:00,107.16,534.48,563.34,428,31,257,1.1,22.7,100,936.5
3/1/2020 06:00,109.04,534.48,574.79,434,55.9,317,0.2,22.9,100,936.6
3/1/2020 07:00,109.04,526.62,583.95,434,46.9,316,0.3,23.3,100,936.7
3/1/2020 08:00,109.04,529.24,593.11,432,12.7,336,0.9,24.3,100,936.8
3/1/2020 09:00,109.04,537.1,602.27,434,29.8,59,1,25.5,100,936.8
3/1/2020 10:00,109.04,539.72,609.14,434,18.6,348,1.1,25,100,936.8
3/1/2020 11:00,109.04,542.34,613.72,434,19.6,35,0.6,25.4,100,936.8
3/1/2020 12:00,105.28,544.96,618.3,434,38.1,309,0.8,26.3,100,936.8
3/1/2020 13:00,105.28,544.96,622.88,440,21,15,1.4,25.8,100,936.8
3/1/2020 14:00,109.04,542.34,626.315,438,37,333,0.9,26.2,100,936.8
3/1/2020 15:00,105.28,544.96,628.605,432,23.4,340,0.7,25.9,100,936.8
3/1/2020 16:00,105.28,544.96,629.75,438,29.2,339,0.6,26.5,100,936.7
3/1/2020 17:00,105.28,544.96,630.895,438,19.7,60,0.8,26.5,100,936.6
3/1/2020 18:00,105.28,544.96,630.895,438,17.3,8,0.8,26.7,100,936.4
3/1/2020 19:00,105.28,544.96,633.185,438,17.6,15,1,27,100,936.2
3/1/2020 20:00,105.28,547.58,636.62,438,5,1,1.7,26.9,100,936.1
3/1/2020 21:00,105.28,547.58,637.765,436,4.2,312,1,27.7,0.5,935.9
3/1/2020 22:00,101.52,550.2,637.765,436,2.4,22,1.4,27.9,0.5,935.8
3/1/2020 23:00,105.28,547.58,638.91,442,1.4,25,0.9,27.9,0.5,935.6
4/1/2020 00:00,105.28,544.96,641.2,438,4.7,57,0.8,27.9,0.5,935.5
4/1/2020 01:00,105.28,544.96,642.345,438,6.6,342,1.1,28.2,0.5,935.2
4/1/2020 02:00,101.52,547.58,640.055,436,1.8,31,1.1,28.7,0.5,935.1
4/1/2020 03:00,101.52,544.96,636.62,442,1.6,314,0.6,28.3,0.5,934.9
4/1/2020 04:00,99.64,544.96,628.605,442,3.9,85,1.9,28.4,0.5,934.7
4/1/2020 05:00,99.64,542.34,618.3,444,11.7,144,1.7,28.2,0.5,934.4
4/1/2020 06:00,99.64,539.72,607.995,444,30.8,26,1.5,29.3,0.5,934.3
4/1/2020 07:00,97.76,539.72,599.98,446,46.4,109,0.6,29.1,0.5,934.2
4/1/2020 08:00,97.76,537.1,590.82,446,14.2,345,1,29,0.5,934
4/1/2020 09:00,95.88,537.1,581.66,446,45,93,1.4,29.5,0.5,933.8
4/1/2020 10:00,95.88,537.1,572.5,448,40.7,34,0.5,29.7,0.8,933.6
4/1/2020 11:00,94,534.48,561.05,448,35.7,278,1.1,29.5,0.5,933.5
4/1/2020 12:00,94,534.48,550.745,450,48.7,354,0.4,30.2,0.5,933.4
4/1/2020 13:00,92.12,531.86,543.875,450,28.9,11,2,30,0.5,933.2
4/1/2020 14:00,92.12,531.86,540.44,452,39.2,48,1.4,30.4,0.5,933.1
4/1/2020 15:00,94,531.86,541.585,452,45.9,84,1.2,30,0.5,932.9
4/1/2020 16:00,92.12,534.48,546.165,450,41.4,16,2,30,0.5,932.7
4/1/2020 17:00,90.24,534.48,549.6,454,47,32,1,30.1,0.5,932.7
4/1/2020 18:00,86.48,537.1,554.18,456,27.8,78,1.1,29.3,0.5,932.6
4/1/2020 19:00,84.6,539.72,559.905,462,16.3,158,3,28.3,100,932.4
4/1/2020 20:00,82.72,542.34,566.775,464,8.3,215,0.5,27.8,0.5,932.4
4/1/2020 21:00,80.84,544.96,575.935,468,0.1,167,1.4,27.9,0.5,932.5
4/1/2020 22:00,77.08,547.58,587.385,468,0.1,234,0.8,28.4,0.5,932.4
4/1/2020 23:00,77.08,550.2,595.4,472,0.1,271,0.8,28,0.5,932.4
5/1/2020 00:00,75.2,555.44,604.56,472,1,203,2.4,27.5,0.5,932.3
5/1/2020 01:00,75.2,560.68,625.17,476,0.1,146,1.9,26.8,100,932.4
5/1/2020 02:00,75.2,563.3,652.65,476,0.1,230,1.5,26.7,100,932.4
5/1/2020 03:00,73.32,568.54,673.26,474,0.1,209,1.1,26.4,100,932.5
5/1/2020 04:00,75.2,571.16,688.145,478,0.1,242,1.4,26,100,932.5
5/1/2020 05:00,75.2,573.78,707.61,474,0.1,249,1.8,25.6,100,932.6
5/1/2020 06:00,77.08,573.78,728.22,474,0.6,262,1.2,25.1,100,932.7
5/1/2020 07:00,77.08,576.4,749.975,470,0.1,191,1.7,24.9,100,932.9
5/1/2020 08:00,77.08,581.64,771.73,470,0.1,232,0.8,24.4,100,933
5/1/2020 09:00,77.08,584.26,792.34,472,17.9,201,1.3,24.3,100,933
5/1/2020 10:00,78.96,586.88,812.95,472,15.7,199,1.8,24,100,933.1
5/1/2020 11:00,78.96,589.5,830.125,470,13.1,216,2.4,23.8,100,933.3
5/1/2020 12:00,78.96,592.12,841.575,470,27.9,235,1.9,23.5,100,933.3
5/1/2020 13:00,80.84,594.74,850.735,470,24.4,235,0.7,23.3,100,933.4
5/1/2020 14:00,80.84,594.74,856.46,468,33.5,188,1.2,23.1,100,933.6
5/1/2020 15:00,84.6,592.12,855.315,468,38.1,171,1.1,23.2,100,933.7
5/1/2020 16:00,84.6,592.12,848.445,462,35.1,205,0.3,23.1,100,933.8
5/1/2020 17:00,84.6,586.88,834.705,464,24.9,137,0.7,23,100,933.9
5/1/2020 18:00,84.6,584.26,815.24,462,13.7,145,1.5,22.9,100,934.2
5/1/2020 19:00,84.6,581.64,792.34,462,5.3,155,0.5,22.8,100,934.4
5/1/2020 20:00,84.6,579.02,767.15,464,0.1,177,0.5,22.8,100,934.5
5/1/2020 21:00,84.6,576.4,740.815,464,0.1,108,0.3,22.7,100,934.6
5/1/2020 22:00,82.72,573.78,716.77,464,0.1,137,0.4,22.8,100,934.7
5/1/2020 23:00,82.72,568.54,689.29,466,0.1,230,0.7,22.6,100,934.7
6/1/2020 00:00,82.72,565.92,662.955,466,0.1,171,0.9,22.6,100,934.9
6/1/2020 01:00,82.72,560.68,636.62,468,0.7,156,0.8,22.7,100,935
6/1/2020 02:00,82.72,552.82,610.285,468,0.1,227,1.5,22.7,100,935
6/1/2020 03:00,80.84,547.58,583.95,466,2.2,236,0.5,22.7,100,935.1
6/1/2020 04:00,80.84,544.96,561.05,470,0.2,244,2.4,23,100,935.2
6/1/2020 05:00,80.84,542.34,541.585,470,0.4,257,1.2,23.1,100,935.3
6/1/2020 06:00,77.08,539.72,523.265,472,8.1,220,1,22.9,100,935.4
6/1/2020 07:00,75.2,537.1,507.235,476,3.5,310,0.1,22.8,100,935.4
6/1/2020 08:00,75.2,534.48,492.35,480,0.1,292,0.9,22.5,100,935.5
6/1/2020 09:00,77.08,531.86,491.205,480,22.2,332,0,22.7,100,935.5
6/1/2020 10:00,77.08,534.48,503.8,480,28.9,332,0,22.3,100,935.5
6/1/2020 11:00,77.08,534.48,517.54,480,27.7,332,0,22.1,100,935.6
6/1/2020 12:00,78.96,531.86,526.7,480,30.8,117,0.4,22,100,935.6
6/1/2020 13:00,77.08,534.48,528.99,472,31.3,44,0.1,22,100,935.6
6/1/2020 14:00,77.08,534.48,525.555,476,50,43,0,21.7,100,935.6
6/1/2020 15:00,75.2,534.48,517.54,478,45.4,233,0,21.5,100,935.5
6/1/2020 16:00,75.2,534.48,514.105,478,43.4,155,0,21.3,100,935.5
6/1/2020 17:00,77.08,534.48,516.395,478,32.6,110,0,21.2,100,935.4
6/1/2020 18:00,77.08,534.48,525.555,478,24.3,178,0,21.3,100,935.4
6/1/2020 19:00,75.2,539.72,545.02,474,8,255,0,21.2,100,935.3
6/1/2020 20:00,75.2,544.96,581.66,478,0.8,255,0,21.3,100,935.2
6/1/2020 21:00,75.2,552.82,629.75,478,0.5,255,0,21.4,100,935.1
6/1/2020 22:00,77.08,560.68,685.855,480,0.1,189,0,21.6,100,935.1
6/1/2020 23:00,75.2,571.16,738.525,474,0.1,42,0.1,22,0.5,935
7/1/2020 00:00,75.2,579.02,784.325,478,0.6,291,1,22.1,0.5,934.8
7/1/2020 01:00,73.32,586.88,825.545,478,0.7,258,0,21.7,0.5,934.8
7/1/2020 02:00,73.32,592.12,862.185,484,0.1,260,0,21.4,0.5,934.8
7/1/2020 03:00,71.44,599.98,891.955,482,0.1,219,0.1,21.5,0.5,934.8
7/1/2020 04:00,71.44,602.6,910.275,486,0.1,159,0,21.5,0.5,934.7
7/1/2020 05:00,71.44,602.6,919.435,484,2,176,0,21.5,0.7,934.7
7/1/2020 06:00,67.68,605.22,925.16,484,18.8,266,0,21.4,0.5,934.5
7/1/2020 07:00,67.68,607.84,928.595,488,15.8,266,0,21.2,0.5,934.4
7/1/2020 08:00,67.68,607.84,932.03,486,1.2,266,0,21.1,0.5,934.3
7/1/2020 09:00,67.68,607.84,932.03,486,17,266,0,20.8,0.6,934.2
7/1/2020 10:00,65.8,607.84,934.32,488,21.8,243,0,20.6,0.5,934
7/1/2020 11:00,65.8,610.46,941.19,488,16.1,258,0,20.4,0.5,933.8
7/1/2020 12:00,65.8,610.46,950.35,490,28.4,258,0,20.2,0.5,933.7
7/1/2020 13:00,67.68,613.08,957.22,488,26.7,258,0,20,100,933.7
7/1/2020 14:00,65.8,607.84,960.655,486,45.1,248,0.1,19.9,100,933.8
7/1/2020 15:00,63.92,607.84,962.945,492,36.7,235,0,19.9,100,933.8
7/1/2020 16:00,63.92,607.84,965.235,494,31.7,180,0,19.8,100,933.8
7/1/2020 17:00,63.92,605.22,962.945,494,22.3,214,0,19.9,100,933.7
7/1/2020 18:00,63.92,602.6,956.075,492,7.7,274,0,19.8,100,933.7
7/1/2020 19:00,63.92,602.6,951.495,492,3,275,0.3,20,100,933.8
7/1/2020 20:00,63.92,602.6,950.35,492,0.1,268,0,20.2,100,933.8
7/1/2020 21:00,62.04,602.6,951.495,494,0.1,270,0,20.3,100,933.7
7/1/2020 22:00,60.16,605.22,950.35,494,0.1,272,0,20.4,100,933.7
7/1/2020 23:00,62.04,610.46,949.205,498,0.1,272,0,20.4,100,934
8/1/2020 00:00,62.04,610.46,940.045,496,0.1,272,0,20.6,100,934
8/1/2020 01:00,62.04,607.84,928.595,496,0.1,293,0.6,20.6,100,934
8/1/2020 02:00,62.04,597.36,914.855,496,0.1,268,0.2,20.8,100,934.1
8/1/2020 03:00,62.04,597.36,909.13,496,0.1,144,0,20.8,100,934
8/1/2020 04:00,62.04,594.74,903.405,496,0.1,144,0,20.7,100,934.1
8/1/2020 05:00,62.04,594.74,896.535,496,0.1,114,0,20.7,100,934.1
8/1/2020 06:00,62.04,594.74,890.81,496,1.1,114,0,20.7,100,934.2
8/1/2020 07:00,62.04,594.74,882.795,496,1.1,271,0.9,20.8,100,934.2
8/1/2020 08:00,62.04,594.74,872.49,496,0.1,276,0,20.8,100,934.2
8/1/2020 09:00,62.04,594.74,866.765,496,12.6,81,0,20.9,100,934.4
8/1/2020 10:00,60.16,597.36,867.91,496,20,36,0,20.8,100,934.4
8/1/2020 11:00,60.16,605.22,866.765,502,16.9,103,0.1,20.5,100,934.5
8/1/2020 12:00,60.16,597.36,861.04,502,24.4,121,0,20.3,100,934.6
8/1/2020 13:00,60.16,605.22,869.055,502,22.4,NA,NA,19.8,100,NA
8/1/2020 14:00,62.04,594.74,874.78,502,33.6,206,0,19.8,100,935.4
8/1/2020 15:00,60.16,597.36,878.215,496,38.5,236,0,20,100,935.5
8/1/2020 16:00,60.16,597.36,877.07,500,29.3,237,0,20.9,0.5,935.6
8/1/2020 17:00,60.16,597.36,871.345,500,27.9,58,0,22.2,0.5,935.8
8/1/2020 18:00,60.16,597.36,857.605,500,13.8,102,0.4,24,0.5,936.1
8/1/2020 19:00,62.04,599.98,838.14,500,0.1,333,0,23.8,100,936.2
8/1/2020 20:00,62.04,597.36,810.66,498,0.1,90,0.3,24.1,100,936.3
8/1/2020 21:00,60.16,594.74,780.89,496,0.1,358,0.4,23.8,100,936.3
8/1/2020 22:00,60.16,586.88,747.685,502,0.1,14,0,23.7,100,936.5
8/1/2020 23:00,58.28,584.26,713.335,502,0.1,32,1,23.9,100,936.5
9/1/2020 00:00,60.16,576.4,678.985,504,0.2,353,0.9,24.1,100,936.4
9/1/2020 01:00,60.16,573.78,649.215,500,0.1,281,0.3,24.7,100,936.5
9/1/2020 02:00,58.28,573.78,622.88,500,0.1,82,1,24.9,100,936.4
9/1/2020 03:00,58.28,568.54,601.125,506,0.1,114,2.1,25,100,936.5
9/1/2020 04:00,58.28,568.54,581.66,506,0.1,99,1.7,25.3,100,936.6
9/1/2020 05:00,58.28,558.06,564.485,506,0.1,284,0.2,25,100,936.5
9/1/2020 06:00,58.28,558.06,558.76,506,4,54,1.1,25.5,100,936.4
9/1/2020 07:00,58.28,565.92,567.92,506,0.1,45,1.1,26.2,100,936.5
9/1/2020 08:00,58.28,568.54,583.95,506,2.8,NA,NA,NA,NA,936.4
9/1/2020 09:00,58.28,571.16,601.125,506,11.9,NA,NA,NA,NA,936.3
9/1/2020 10:00,58.28,573.78,621.735,504,21.7,NA,NA,NA,NA,936.2
9/1/2020 11:00,58.28,571.16,641.2,504,17,NA,NA,NA,NA,936
9/1/2020 12:00,54.52,579.02,661.81,504,29.2,NA,NA,NA,NA,935.9
9/1/2020 13:00,54.52,581.64,680.13,508,25.7,NA,NA,NA,NA,935.8
9/1/2020 14:00,52.64,584.26,695.015,508,41.4,54,1.2,26.4,100,935.7
9/1/2020 15:00,50.76,584.26,707.61,508,NA,70,1.7,26.8,90.9,935.5
9/1/2020 16:00,50.76,586.88,720.205,510,37.2,104,2.9,26.4,94,935.2
9/1/2020 17:00,52.64,589.5,731.655,510,34.1,164,1.1,26.8,91.1,935
9/1/2020 18:00,52.64,589.5,741.96,508,20.8,97,2.8,27.8,83.6,934.8
9/1/2020 19:00,52.64,592.12,751.12,508,7.5,99,1.2,28.5,82.3,934.6
9/1/2020 20:00,52.64,592.12,756.845,508,2.3,59,1.4,28.9,83.9,934.5
9/1/2020 21:00,52.64,594.74,754.555,508,0.8,28,0.8,27.3,86.9,934.4
9/1/2020 22:00,50.76,594.74,741.96,506,0.6,335,1,26.6,90.2,934.1
9/1/2020 23:00,50.76,594.74,722.495,510,0.1,106,2,28,85.8,933.8
10/1/2020 00:00,50.76,592.12,703.03,510,0.1,158,2.3,27.9,75.3,933.7
10/1/2020 01:00,50.76,586.88,684.71,510,0.1,98,0.9,28.4,83.6,933.6
10/1/2020 02:00,50.76,586.88,669.825,510,0.1,139,2.1,28.6,73.7,933.5
10/1/2020 03:00,50.76,584.26,654.94,510,1.4,92,3.5,28.2,73.4,933.2
10/1/2020 04:00,50.76,581.64,637.765,510,0.1,1,0.6,28.9,69.8,933
10/1/2020 05:00,52.64,576.4,617.155,510,2.8,195,1.3,29,68.5,932.9
10/1/2020 06:00,52.64,573.78,596.545,508,5.4,114,3.3,27.8,72.3,932.8
10/1/2020 07:00,52.64,568.54,578.225,508,6.6,127,0.8,27.1,78.2,932.6
10/1/2020 08:00,52.64,565.92,561.05,510,1,123,2.7,28.4,76.2,932.5
10/1/2020 09:00,50.76,565.92,554.18,508,16.6,157,1.7,28.3,80.6,932.4
10/1/2020 10:00,50.76,565.92,551.89,512,18.2,137,3.5,27.5,83.2,932.5
10/1/2020 11:00,50.76,565.92,550.745,512,19.9,122,4.8,27,86,932.4
10/1/2020 12:00,50.76,565.92,558.76,512,27.6,138,1.6,27.7,85,932.4
10/1/2020 13:00,48.88,573.78,566.775,512,28.7,112,2.8,26.8,88.2,932.5
10/1/2020 14:00,45.12,568.54,569.065,512,32.8,225,2.1,27,86.7,932.5
10/1/2020 15:00,45.12,568.54,574.79,518,46.8,171,2,27.2,84.4,932.5
10/1/2020 16:00,45.12,568.54,581.66,516,35.8,194,1.6,26.4,83.8,932.5
10/1/2020 17:00,43.24,571.16,587.385,514,32.9,197,1,26.3,85.4,932.6
10/1/2020 18:00,43.24,571.16,589.675,518,32.5,125,2.1,26.2,83,932.5
10/1/2020 19:00,43.24,571.16,587.385,518,22.9,216,2.2,26.2,81.8,932.6
10/1/2020 20:00,41.36,579.02,585.095,520,16.5,153,1.3,26.2,80.9,932.6
10/1/2020 21:00,39.48,571.16,578.225,524,17.5,127,0.7,25.9,81.4,932.6
10/1/2020 22:00,39.48,571.16,572.5,524,11.2,155,0.9,26,81.8,932.7
10/1/2020 23:00,37.6,573.78,569.065,526,4.1,188,0.8,25.6,82.6,932.8
11/1/2020 00:00,35.72,571.16,565.63,530,1.6,146,0.5,25.2,83.5,932.9
11/1/2020 01:00,35.72,568.54,558.76,532,0.3,189,0.8,25,82.1,933.1
11/1/2020 02:00,33.84,568.54,548.455,532,0.1,225,0.9,24.8,81.3,933.3
11/1/2020 03:00,31.96,568.54,533.57,532,0.1,210,2.6,24.4,79.4,933.3
11/1/2020 04:00,30.08,568.54,518.685,536,0.8,211,1.5,24.3,77.8,933.5
11/1/2020 05:00,28.2,563.3,506.09,542,0.7,184,1.5,24.1,75.4,933.6
11/1/2020 06:00,28.2,563.3,496.93,542,21.2,202,1.1,24.1,78.5,933.7
11/1/2020 07:00,26.32,563.3,486.625,544,28.3,196,1.8,23.8,81.1,934
11/1/2020 08:00,28.2,563.3,476.32,546,1.1,203,1.4,23.5,86.2,934.1
11/1/2020 09:00,28.2,560.68,466.015,544,17.4,146,0.7,23.2,91.2,934.2
11/1/2020 10:00,24.44,560.68,458,544,21.6,235,1.2,23.1,95.2,934.3
11/1/2020 11:00,24.44,560.68,453.42,548,21.1,238,1.4,22.7,100,934.4
11/1/2020 12:00,24.44,560.68,453.42,548,30,208,1.3,22.7,100,934.6
11/1/2020 13:00,22.56,565.92,455.71,548,27.3,240,1.9,22.6,100,934.8
11/1/2020 14:00,22.56,565.92,454.565,552,39.3,233,1.6,22.5,100,935
11/1/2020 15:00,20.68,563.3,448.84,550,49.4,246,1.8,22.5,100,935
11/1/2020 16:00,18.8,563.3,441.97,556,54.2,218,1,22.6,100,935.2
11/1/2020 17:00,18.8,563.3,436.245,556,27.2,246,1.1,22.6,99.8,935.3
11/1/2020 18:00,18.8,560.68,431.665,558,23.6,243,1.7,23,89.1,935.3
11/1/2020 19:00,20.68,563.3,429.375,558,13.7,227,1.1,23,81.8,935.4
11/1/2020 20:00,20.68,563.3,430.52,556,19.3,233,0.6,23,81,935.6
11/1/2020 21:00,22.56,563.3,431.665,552,5,295,0.3,23.1,77.7,935.7
11/1/2020 22:00,22.56,560.68,431.665,552,4.1,226,0.2,22.4,82.3,935.8
11/1/2020 23:00,24.44,560.68,432.81,550,2.2,286,0,22,82.5,935.9
12/1/2020 00:00,26.32,563.3,435.1,548,0.4,243,1.1,22.1,80.2,935.9
12/1/2020 01:00,24.44,563.3,440.825,546,3.8,225,0.8,22.3,76.6,935.9
12/1/2020 02:00,26.32,565.92,454.565,548,1.4,172,0.1,22.2,77,936
12/1/2020 03:00,26.32,565.92,471.74,548,0.1,237,0.1,21.8,79.6,936
12/1/2020 04:00,24.44,571.16,486.625,546,0.1,314,0,21.8,78.7,936
12/1/2020 05:00,24.44,571.16,493.495,552,1.5,240,0.7,21.6,81.4,936
12/1/2020 06:00,24.44,573.78,498.075,552,0.9,256,1.5,21.5,80.8,936
12/1/2020 07:00,22.56,576.4,503.8,552,0.8,200,0.1,21.5,79,936
12/1/2020 08:00,22.56,579.02,504.945,556,0.2,264,0.3,21.7,77.7,936
12/1/2020 09:00,15.04,576.4,498.075,556,16.4,292,0.4,21.4,79.8,936.1
